OrdreOrig;Stimulus;Sequence;Liste tournante 5;Liste tournante 4
654;Julien_ki-16bands-fc-128-NoiseCarrier.wav;Julien_ki;5;2
655;Julien_ki-22bands-fc-128-NoiseCarrier.wav;Julien_ki;1;3
656;Julien_ke3-4bands-fc-128-NoiseCarrier.wav;Julien_ke3;3;4
657;Julien_ke3-8bands-fc-128-NoiseCarrier.wav;Julien_ke3;4;2
658;Julien_ke3-12bands-fc-128-NoiseCarrier.wav;Julien_ke3;5;3
659;Julien_ke3-16bands-fc-128-NoiseCarrier.wav;Julien_ke3;1;4
660;Julien_ke3-22bands-fc-128-NoiseCarrier.wav;Julien_ke3;2;1
661;Julien_ka-4bands-fc-128-NoiseCarrier.wav;Julien_ka;4;3
662;Julien_ka-8bands-fc-128-NoiseCarrier.wav;Julien_ka;5;4
663;Julien_ka-12bands-fc-128-NoiseCarrier.wav;Julien_ka;1;1
664;Julien_ka-16bands-fc-128-NoiseCarrier.wav;Julien_ka;2;2
665;Julien_ka-22bands-fc-128-NoiseCarrier.wav;Julien_ka;3;4
666;Julien_ky-4bands-fc-128-NoiseCarrier.wav;Julien_ky;5;1
667;Julien_ky-8bands-fc-128-NoiseCarrier.wav;Julien_ky;1;2
668;Julien_ky-12bands-fc-128-NoiseCarrier.wav;Julien_ky;2;3
669;Julien_ky-16bands-fc-128-NoiseCarrier.wav;Julien_ky;3;1
670;Julien_ky-22bands-fc-128-NoiseCarrier.wav;Julien_ky;4;2
671;Julien_k2-4bands-fc-128-NoiseCarrier.wav;Julien_k2;1;3
672;Julien_k2-8bands-fc-128-NoiseCarrier.wav;Julien_k2;2;4
673;Julien_k2-12bands-fc-128-NoiseCarrier.wav;Julien_k2;3;2
674;Julien_k2-16bands-fc-128-NoiseCarrier.wav;Julien_k2;4;3
675;Julien_k2-22bands-fc-128-NoiseCarrier.wav;Julien_k2;5;4
676;Julien_ku-4bands-fc-128-NoiseCarrier.wav;Julien_ku;2;1
677;Julien_ku-8bands-fc-128-NoiseCarrier.wav;Julien_ku;3;3
678;Julien_ku-12bands-fc-128-NoiseCarrier.wav;Julien_ku;4;4
679;Julien_ku-16bands-fc-128-NoiseCarrier.wav;Julien_ku;5;1
680;Julien_ku-22bands-fc-128-NoiseCarrier.wav;Julien_ku;1;2
681;Julien_ko-4bands-fc-128-NoiseCarrier.wav;Julien_ko;3;4
682;Julien_ko-8bands-fc-128-NoiseCarrier.wav;Julien_ko;4;1
683;Julien_ko-12bands-fc-128-NoiseCarrier.wav;Julien_ko;5;2
684;Julien_ko-16bands-fc-128-NoiseCarrier.wav;Julien_ko;1;3
685;Julien_ko-22bands-fc-128-NoiseCarrier.wav;Julien_ko;2;1
686;Julien_ka~-4bands-fc-128-NoiseCarrier.wav;Julien_ka~;4;2
687;Julien_ka~-8bands-fc-128-NoiseCarrier.wav;Julien_ka~;5;3
688;Julien_ka~-12bands-fc-128-NoiseCarrier.wav;Julien_ka~;1;4
689;Julien_ka~-16bands-fc-128-NoiseCarrier.wav;Julien_ka~;2;2
690;Julien_ka~-22bands-fc-128-NoiseCarrier.wav;Julien_ka~;3;3
691;Julien_ko~-4bands-fc-128-NoiseCarrier.wav;Julien_ko~;5;4
692;Julien_ko~-8bands-fc-128-NoiseCarrier.wav;Julien_ko~;1;1
693;Julien_ko~-12bands-fc-128-NoiseCarrier.wav;Julien_ko~;2;3
694;Julien_ko~-16bands-fc-128-NoiseCarrier.wav;Julien_ko~;3;4
695;Julien_ko~-22bands-fc-128-NoiseCarrier.wav;Julien_ko~;4;1
696;Julien_ke~-4bands-fc-128-NoiseCarrier.wav;Julien_ke~;1;2
697;Julien_ke~-8bands-fc-128-NoiseCarrier.wav;Julien_ke~;2;4
698;Julien_ke~-12bands-fc-128-NoiseCarrier.wav;Julien_ke~;3;1
699;Julien_ke~-16bands-fc-128-NoiseCarrier.wav;Julien_ke~;4;2
700;Julien_ke~-22bands-fc-128-NoiseCarrier.wav;Julien_ke~;5;3
701;Julien_mi-4bands-fc-128-NoiseCarrier.wav;Julien_mi;2;1
702;Julien_mi-8bands-fc-128-NoiseCarrier.wav;Julien_mi;3;2
703;Julien_mi-12bands-fc-128-NoiseCarrier.wav;Julien_mi;4;3
704;Julien_mi-16bands-fc-128-NoiseCarrier.wav;Julien_mi;5;4
705;Julien_mi-22bands-fc-128-NoiseCarrier.wav;Julien_mi;1;2
706;Julien_me1-4bands-fc-128-NoiseCarrier.wav;Julien_me1;3;3
707;Julien_me1-8bands-fc-128-NoiseCarrier.wav;Julien_me1;4;4
708;Julien_me1-12bands-fc-128-NoiseCarrier.wav;Julien_me1;5;1
709;Julien_me1-16bands-fc-128-NoiseCarrier.wav;Julien_me1;1;3
710;Julien_me1-22bands-fc-128-NoiseCarrier.wav;Julien_me1;2;4
711;Julien_ma-4bands-fc-128-NoiseCarrier.wav;Julien_ma;4;1
712;Julien_ma-8bands-fc-128-NoiseCarrier.wav;Julien_ma;5;2
713;Julien_ma-12bands-fc-128-NoiseCarrier.wav;Julien_ma;1;4
714;Julien_ma-16bands-fc-128-NoiseCarrier.wav;Julien_ma;2;1
715;Julien_ma-22bands-fc-128-NoiseCarrier.wav;Julien_ma;3;2
716;Julien_my-4bands-fc-128-NoiseCarrier.wav;Julien_my;5;3
717;Julien_my-8bands-fc-128-NoiseCarrier.wav;Julien_my;1;1
718;Julien_my-12bands-fc-128-NoiseCarrier.wav;Julien_my;2;2
719;Julien_my-16bands-fc-128-NoiseCarrier.wav;Julien_my;3;3
720;Julien_my-22bands-fc-128-NoiseCarrier.wav;Julien_my;4;4
721;Julien_m2-4bands-fc-128-NoiseCarrier.wav;Julien_m2;1;2
722;Julien_m2-8bands-fc-128-NoiseCarrier.wav;Julien_m2;2;3
723;Julien_m2-12bands-fc-128-NoiseCarrier.wav;Julien_m2;3;4
724;Julien_m2-16bands-fc-128-NoiseCarrier.wav;Julien_m2;4;1
725;Julien_m2-22bands-fc-128-NoiseCarrier.wav;Julien_m2;5;3
726;Julien_mu-4bands-fc-128-NoiseCarrier.wav;Julien_mu;2;4
727;Julien_mu-8bands-fc-128-NoiseCarrier.wav;Julien_mu;3;1
728;Julien_mu-12bands-fc-128-NoiseCarrier.wav;Julien_mu;4;2
729;Julien_mu-16bands-fc-128-NoiseCarrier.wav;Julien_mu;5;4
730;Julien_mu-22bands-fc-128-NoiseCarrier.wav;Julien_mu;1;1
731;Julien_mo1-4bands-fc-128-NoiseCarrier.wav;Julien_mo1;3;2
732;Julien_mo1-8bands-fc-128-NoiseCarrier.wav;Julien_mo1;4;3
733;Julien_mo1-12bands-fc-128-NoiseCarrier.wav;Julien_mo1;5;1
734;Julien_mo1-16bands-fc-128-NoiseCarrier.wav;Julien_mo1;1;2
735;Julien_mo1-22bands-fc-128-NoiseCarrier.wav;Julien_mo1;2;3
736;Julien_ma~-4bands-fc-128-NoiseCarrier.wav;Julien_ma~;4;4
737;Julien_ma~-8bands-fc-128-NoiseCarrier.wav;Julien_ma~;5;2
738;Julien_ma~-12bands-fc-128-NoiseCarrier.wav;Julien_ma~;1;3
739;Julien_ma~-16bands-fc-128-NoiseCarrier.wav;Julien_ma~;2;4
740;Julien_ma~-22bands-fc-128-NoiseCarrier.wav;Julien_ma~;3;1
741;Julien_mo~-4bands-fc-128-NoiseCarrier.wav;Julien_mo~;5;3
742;Julien_mo~-8bands-fc-128-NoiseCarrier.wav;Julien_mo~;1;4
743;Julien_mo~-12bands-fc-128-NoiseCarrier.wav;Julien_mo~;2;1
744;Julien_mo~-16bands-fc-128-NoiseCarrier.wav;Julien_mo~;3;2
745;Julien_mo~-22bands-fc-128-NoiseCarrier.wav;Julien_mo~;4;4
746;Julien_me~-4bands-fc-128-NoiseCarrier.wav;Julien_me~;1;1
747;Julien_me~-8bands-fc-128-NoiseCarrier.wav;Julien_me~;2;2
748;Julien_me~-12bands-fc-128-NoiseCarrier.wav;Julien_me~;3;3
749;Julien_me~-16bands-fc-128-NoiseCarrier.wav;Julien_me~;4;1
750;Julien_me~-22bands-fc-128-NoiseCarrier.wav;Julien_me~;5;2
751;Julien_ni-4bands-fc-128-NoiseCarrier.wav;Julien_ni;2;3
752;Julien_ni-8bands-fc-128-NoiseCarrier.wav;Julien_ni;3;4
753;Julien_ni-12bands-fc-128-NoiseCarrier.wav;Julien_ni;4;2
754;Julien_ni-16bands-fc-128-NoiseCarrier.wav;Julien_ni;5;3
755;Julien_ni-22bands-fc-128-NoiseCarrier.wav;Julien_ni;1;4
756;Julien_ne1-4bands-fc-128-NoiseCarrier.wav;Julien_ne1;3;1
757;Julien_ne1-8bands-fc-128-NoiseCarrier.wav;Julien_ne1;4;3
758;Julien_ne1-12bands-fc-128-NoiseCarrier.wav;Julien_ne1;5;4
759;Julien_ne1-16bands-fc-128-NoiseCarrier.wav;Julien_ne1;1;1
760;Julien_ne1-22bands-fc-128-NoiseCarrier.wav;Julien_ne1;2;2
761;Julien_na-4bands-fc-128-NoiseCarrier.wav;Julien_na;4;4
762;Julien_na-8bands-fc-128-NoiseCarrier.wav;Julien_na;5;1
763;Julien_na-12bands-fc-128-NoiseCarrier.wav;Julien_na;1;2
764;Julien_na-16bands-fc-128-NoiseCarrier.wav;Julien_na;2;3
765;Julien_na-22bands-fc-128-NoiseCarrier.wav;Julien_na;3;1
766;Julien_ny-4bands-fc-128-NoiseCarrier.wav;Julien_ny;5;2
767;Julien_ny-8bands-fc-128-NoiseCarrier.wav;Julien_ny;1;3
768;Julien_ny-12bands-fc-128-NoiseCarrier.wav;Julien_ny;2;4
769;Julien_ny-16bands-fc-128-NoiseCarrier.wav;Julien_ny;3;2
770;Julien_ny-22bands-fc-128-NoiseCarrier.wav;Julien_ny;4;3
771;Julien_n2-4bands-fc-128-NoiseCarrier.wav;Julien_n2;1;4
772;Julien_n2-8bands-fc-128-NoiseCarrier.wav;Julien_n2;2;1
773;Julien_n2-12bands-fc-128-NoiseCarrier.wav;Julien_n2;3;3
774;Julien_n2-16bands-fc-128-NoiseCarrier.wav;Julien_n2;4;4
775;Julien_n2-22bands-fc-128-NoiseCarrier.wav;Julien_n2;5;1
776;Julien_nu-4bands-fc-128-NoiseCarrier.wav;Julien_nu;2;2
777;Julien_nu-8bands-fc-128-NoiseCarrier.wav;Julien_nu;3;4
778;Julien_nu-12bands-fc-128-NoiseCarrier.wav;Julien_nu;4;1
779;Julien_nu-16bands-fc-128-NoiseCarrier.wav;Julien_nu;5;2
780;Julien_nu-22bands-fc-128-NoiseCarrier.wav;Julien_nu;1;3
781;Julien_no1-4bands-fc-128-NoiseCarrier.wav;Julien_no1;3;1
782;Julien_no1-8bands-fc-128-NoiseCarrier.wav;Julien_no1;4;2
783;Julien_no1-12bands-fc-128-NoiseCarrier.wav;Julien_no1;5;3
784;Julien_no1-16bands-fc-128-NoiseCarrier.wav;Julien_no1;1;4
785;Julien_no1-22bands-fc-128-NoiseCarrier.wav;Julien_no1;2;2
786;Julien_na~-4bands-fc-128-NoiseCarrier.wav;Julien_na~;4;3
787;Julien_na~-8bands-fc-128-NoiseCarrier.wav;Julien_na~;5;4
788;Julien_na~-12bands-fc-128-NoiseCarrier.wav;Julien_na~;1;1
789;Julien_na~-16bands-fc-128-NoiseCarrier.wav;Julien_na~;2;3
790;Julien_na~-22bands-fc-128-NoiseCarrier.wav;Julien_na~;3;4
791;Julien_no~-4bands-fc-128-NoiseCarrier.wav;Julien_no~;5;1
792;Julien_no~-8bands-fc-128-NoiseCarrier.wav;Julien_no~;1;2
793;Julien_no~-12bands-fc-128-NoiseCarrier.wav;Julien_no~;2;4
794;Julien_no~-16bands-fc-128-NoiseCarrier.wav;Julien_no~;3;1
795;Julien_no~-22bands-fc-128-NoiseCarrier.wav;Julien_no~;4;2
796;Julien_ne~-4bands-fc-128-NoiseCarrier.wav;Julien_ne~;1;3
797;Julien_ne~-8bands-fc-128-NoiseCarrier.wav;Julien_ne~;2;1
798;Julien_ne~-12bands-fc-128-NoiseCarrier.wav;Julien_ne~;3;2
799;Julien_ne~-16bands-fc-128-NoiseCarrier.wav;Julien_ne~;4;3
800;Julien_ne~-22bands-fc-128-NoiseCarrier.wav;Julien_ne~;5;4
801;Sarah_bi-4bands-fc-128-NoiseCarrier.wav;Sarah_bi;3;3
802;Sarah_bi-8bands-fc-128-NoiseCarrier.wav;Sarah_bi;4;4
803;Sarah_bi-12bands-fc-128-NoiseCarrier.wav;Sarah_bi;5;1
804;Sarah_bi-16bands-fc-128-NoiseCarrier.wav;Sarah_bi;1;2
805;Sarah_bi-22bands-fc-128-NoiseCarrier.wav;Sarah_bi;2;4
806;Sarah_be1-4bands-fc-128-NoiseCarrier.wav;Sarah_be1;4;1
807;Sarah_be1-8bands-fc-128-NoiseCarrier.wav;Sarah_be1;5;2
808;Sarah_be1-12bands-fc-128-NoiseCarrier.wav;Sarah_be1;1;3
809;Sarah_be1-16bands-fc-128-NoiseCarrier.wav;Sarah_be1;2;1
810;Sarah_be1-22bands-fc-128-NoiseCarrier.wav;Sarah_be1;3;2
811;Sarah_ba-4bands-fc-128-NoiseCarrier.wav;Sarah_ba;5;3
812;Sarah_ba-8bands-fc-128-NoiseCarrier.wav;Sarah_ba;1;4
813;Sarah_ba-12bands-fc-128-NoiseCarrier.wav;Sarah_ba;2;2
814;Sarah_ba-16bands-fc-128-NoiseCarrier.wav;Sarah_ba;3;3
815;Sarah_ba-22bands-fc-128-NoiseCarrier.wav;Sarah_ba;4;4
816;Sarah_by-4bands-fc-128-NoiseCarrier.wav;Sarah_by;1;1
817;Sarah_by-8bands-fc-128-NoiseCarrier.wav;Sarah_by;2;3
818;Sarah_by-12bands-fc-128-NoiseCarrier.wav;Sarah_by;3;4
819;Sarah_by-16bands-fc-128-NoiseCarrier.wav;Sarah_by;4;1
820;Sarah_by-22bands-fc-128-NoiseCarrier.wav;Sarah_by;5;2
821;Sarah_b2-4bands-fc-128-NoiseCarrier.wav;Sarah_b2;2;4
822;Sarah_b2-8bands-fc-128-NoiseCarrier.wav;Sarah_b2;3;1
823;Sarah_b2-12bands-fc-128-NoiseCarrier.wav;Sarah_b2;4;2
824;Sarah_b2-16bands-fc-128-NoiseCarrier.wav;Sarah_b2;5;3
825;Sarah_b2-22bands-fc-128-NoiseCarrier.wav;Sarah_b2;1;1
826;Sarah_bu-4bands-fc-128-NoiseCarrier.wav;Sarah_bu;3;2
827;Sarah_bu-8bands-fc-128-NoiseCarrier.wav;Sarah_bu;4;3
828;Sarah_bu-12bands-fc-128-NoiseCarrier.wav;Sarah_bu;5;4
829;Sarah_bu-16bands-fc-128-NoiseCarrier.wav;Sarah_bu;1;2
830;Sarah_bu-22bands-fc-128-NoiseCarrier.wav;Sarah_bu;2;3
831;Sarah_bo1-4bands-fc-128-NoiseCarrier.wav;Sarah_bo1;4;4
832;Sarah_bo1-8bands-fc-128-NoiseCarrier.wav;Sarah_bo1;5;1
833;Sarah_bo1-12bands-fc-128-NoiseCarrier.wav;Sarah_bo1;1;3
834;Sarah_bo1-16bands-fc-128-NoiseCarrier.wav;Sarah_bo1;2;4
835;Sarah_bo1-22bands-fc-128-NoiseCarrier.wav;Sarah_bo1;3;1
836;Sarah_ba~-4bands-fc-128-NoiseCarrier.wav;Sarah_ba~;5;2
837;Sarah_ba~-8bands-fc-128-NoiseCarrier.wav;Sarah_ba~;1;4
838;Sarah_ba~-12bands-fc-128-NoiseCarrier.wav;Sarah_ba~;2;1
839;Sarah_ba~-16bands-fc-128-NoiseCarrier.wav;Sarah_ba~;3;2
840;Sarah_ba~-22bands-fc-128-NoiseCarrier.wav;Sarah_ba~;4;3
841;Sarah_bo~-4bands-fc-128-NoiseCarrier.wav;Sarah_bo~;1;1
842;Sarah_bo~-8bands-fc-128-NoiseCarrier.wav;Sarah_bo~;2;2
843;Sarah_bo~-12bands-fc-128-NoiseCarrier.wav;Sarah_bo~;3;3
844;Sarah_bo~-16bands-fc-128-NoiseCarrier.wav;Sarah_bo~;4;4
845;Sarah_bo~-22bands-fc-128-NoiseCarrier.wav;Sarah_bo~;5;2
846;Sarah_be~-4bands-fc-128-NoiseCarrier.wav;Sarah_be~;2;3
847;Sarah_be~-8bands-fc-128-NoiseCarrier.wav;Sarah_be~;3;4
848;Sarah_be~-12bands-fc-128-NoiseCarrier.wav;Sarah_be~;4;1
849;Sarah_be~-16bands-fc-128-NoiseCarrier.wav;Sarah_be~;5;3
850;Sarah_be~-22bands-fc-128-NoiseCarrier.wav;Sarah_be~;1;4
851;Sarah_di-4bands-fc-128-NoiseCarrier.wav;Sarah_di;3;1
852;Sarah_di-8bands-fc-128-NoiseCarrier.wav;Sarah_di;4;2
853;Sarah_di-12bands-fc-128-NoiseCarrier.wav;Sarah_di;5;4
854;Sarah_di-16bands-fc-128-NoiseCarrier.wav;Sarah_di;1;1
855;Sarah_di-22bands-fc-128-NoiseCarrier.wav;Sarah_di;2;2
856;Sarah_de1-4bands-fc-128-NoiseCarrier.wav;Sarah_de1;4;3
857;Sarah_de1-8bands-fc-128-NoiseCarrier.wav;Sarah_de1;5;1
858;Sarah_de1-12bands-fc-128-NoiseCarrier.wav;Sarah_de1;1;2
859;Sarah_de1-16bands-fc-128-NoiseCarrier.wav;Sarah_de1;2;3
860;Sarah_de1-22bands-fc-128-NoiseCarrier.wav;Sarah_de1;3;4
861;Sarah_da-4bands-fc-128-NoiseCarrier.wav;Sarah_da;5;2
862;Sarah_da-8bands-fc-128-NoiseCarrier.wav;Sarah_da;1;3
863;Sarah_da-12bands-fc-128-NoiseCarrier.wav;Sarah_da;2;4
864;Sarah_da-16bands-fc-128-NoiseCarrier.wav;Sarah_da;3;1
865;Sarah_da-22bands-fc-128-NoiseCarrier.wav;Sarah_da;4;3
866;Sarah_dy-4bands-fc-128-NoiseCarrier.wav;Sarah_dy;1;4
867;Sarah_dy-8bands-fc-128-NoiseCarrier.wav;Sarah_dy;2;1
868;Sarah_dy-12bands-fc-128-NoiseCarrier.wav;Sarah_dy;3;2
869;Sarah_dy-16bands-fc-128-NoiseCarrier.wav;Sarah_dy;4;4
870;Sarah_dy-22bands-fc-128-NoiseCarrier.wav;Sarah_dy;5;1
871;Sarah_d2-4bands-fc-128-NoiseCarrier.wav;Sarah_d2;2;2
872;Sarah_d2-8bands-fc-128-NoiseCarrier.wav;Sarah_d2;3;3
873;Sarah_d2-12bands-fc-128-NoiseCarrier.wav;Sarah_d2;4;1
874;Sarah_d2-16bands-fc-128-NoiseCarrier.wav;Sarah_d2;5;2
875;Sarah_d2-22bands-fc-128-NoiseCarrier.wav;Sarah_d2;1;3
876;Sarah_du-4bands-fc-128-NoiseCarrier.wav;Sarah_du;3;4
877;Sarah_du-8bands-fc-128-NoiseCarrier.wav;Sarah_du;4;2
878;Sarah_du-12bands-fc-128-NoiseCarrier.wav;Sarah_du;5;3
879;Sarah_du-16bands-fc-128-NoiseCarrier.wav;Sarah_du;1;4
880;Sarah_du-22bands-fc-128-NoiseCarrier.wav;Sarah_du;2;1
881;Sarah_do1-4bands-fc-128-NoiseCarrier.wav;Sarah_do1;4;3
882;Sarah_do1-8bands-fc-128-NoiseCarrier.wav;Sarah_do1;5;4
883;Sarah_do1-12bands-fc-128-NoiseCarrier.wav;Sarah_do1;1;1
884;Sarah_do1-16bands-fc-128-NoiseCarrier.wav;Sarah_do1;2;2
885;Sarah_do1-22bands-fc-128-NoiseCarrier.wav;Sarah_do1;3;4
886;Sarah_da~-4bands-fc-128-NoiseCarrier.wav;Sarah_da~;5;1
887;Sarah_da~-8bands-fc-128-NoiseCarrier.wav;Sarah_da~;1;2
888;Sarah_da~-12bands-fc-128-NoiseCarrier.wav;Sarah_da~;2;3
889;Sarah_da~-16bands-fc-128-NoiseCarrier.wav;Sarah_da~;3;1
890;Sarah_da~-22bands-fc-128-NoiseCarrier.wav;Sarah_da~;4;2
891;Sarah_do~-4bands-fc-128-NoiseCarrier.wav;Sarah_do~;1;3
892;Sarah_do~-8bands-fc-128-NoiseCarrier.wav;Sarah_do~;2;4
893;Sarah_do~-12bands-fc-128-NoiseCarrier.wav;Sarah_do~;3;2
894;Sarah_do~-16bands-fc-128-NoiseCarrier.wav;Sarah_do~;4;3
895;Sarah_do~-22bands-fc-128-NoiseCarrier.wav;Sarah_do~;5;4
896;Sarah_de~-4bands-fc-128-NoiseCarrier.wav;Sarah_de~;2;1
897;Sarah_de~-8bands-fc-128-NoiseCarrier.wav;Sarah_de~;3;3
898;Sarah_de~-12bands-fc-128-NoiseCarrier.wav;Sarah_de~;4;4
899;Sarah_de~-16bands-fc-128-NoiseCarrier.wav;Sarah_de~;5;1
900;Sarah_de~-22bands-fc-128-NoiseCarrier.wav;Sarah_de~;1;2
901;Sarah_gi-4bands-fc-128-NoiseCarrier.wav;Sarah_gi;3;4
902;Sarah_gi-8bands-fc-128-NoiseCarrier.wav;Sarah_gi;4;1
903;Sarah_gi-12bands-fc-128-NoiseCarrier.wav;Sarah_gi;5;2
904;Sarah_gi-16bands-fc-128-NoiseCarrier.wav;Sarah_gi;1;3
905;Sarah_gi-22bands-fc-128-NoiseCarrier.wav;Sarah_gi;2;1
906;Sarah_ge1-4bands-fc-128-NoiseCarrier.wav;Sarah_ge1;4;2
907;Sarah_ge1-8bands-fc-128-NoiseCarrier.wav;Sarah_ge1;5;3
908;Sarah_ge1-12bands-fc-128-NoiseCarrier.wav;Sarah_ge1;1;4
909;Sarah_ge1-16bands-fc-128-NoiseCarrier.wav;Sarah_ge1;2;2
910;Sarah_ge1-22bands-fc-128-NoiseCarrier.wav;Sarah_ge1;3;3
911;Sarah_ga-4bands-fc-128-NoiseCarrier.wav;Sarah_ga;5;4
912;Sarah_ga-8bands-fc-128-NoiseCarrier.wav;Sarah_ga;1;1
913;Sarah_ga-12bands-fc-128-NoiseCarrier.wav;Sarah_ga;2;3
914;Sarah_ga-16bands-fc-128-NoiseCarrier.wav;Sarah_ga;3;4
915;Sarah_ga-22bands-fc-128-NoiseCarrier.wav;Sarah_ga;4;1
916;Sarah_gy-4bands-fc-128-NoiseCarrier.wav;Sarah_gy;1;2
917;Sarah_gy-8bands-fc-128-NoiseCarrier.wav;Sarah_gy;2;4
918;Sarah_gy-12bands-fc-128-NoiseCarrier.wav;Sarah_gy;3;1
919;Sarah_gy-16bands-fc-128-NoiseCarrier.wav;Sarah_gy;4;2
920;Sarah_gy-22bands-fc-128-NoiseCarrier.wav;Sarah_gy;5;3
921;Sarah_g2-4bands-fc-128-NoiseCarrier.wav;Sarah_g2;2;1
922;Sarah_g2-8bands-fc-128-NoiseCarrier.wav;Sarah_g2;3;2
923;Sarah_g2-12bands-fc-128-NoiseCarrier.wav;Sarah_g2;4;3
924;Sarah_g2-16bands-fc-128-NoiseCarrier.wav;Sarah_g2;5;4
925;Sarah_g2-22bands-fc-128-NoiseCarrier.wav;Sarah_g2;1;2
926;Sarah_gu-4bands-fc-128-NoiseCarrier.wav;Sarah_gu;3;3
927;Sarah_gu-8bands-fc-128-NoiseCarrier.wav;Sarah_gu;4;4
928;Sarah_gu-12bands-fc-128-NoiseCarrier.wav;Sarah_gu;5;1
929;Sarah_gu-16bands-fc-128-NoiseCarrier.wav;Sarah_gu;1;3
930;Sarah_gu-22bands-fc-128-NoiseCarrier.wav;Sarah_gu;2;4
931;Sarah_go-4bands-fc-128-NoiseCarrier.wav;Sarah_go;4;1
932;Sarah_go-8bands-fc-128-NoiseCarrier.wav;Sarah_go;5;2
933;Sarah_go-12bands-fc-128-NoiseCarrier.wav;Sarah_go;1;4
934;Sarah_go-16bands-fc-128-NoiseCarrier.wav;Sarah_go;2;1
935;Sarah_go-22bands-fc-128-NoiseCarrier.wav;Sarah_go;3;2
936;Sarah_ga~-4bands-fc-128-NoiseCarrier.wav;Sarah_ga~;5;3
937;Sarah_ga~-8bands-fc-128-NoiseCarrier.wav;Sarah_ga~;1;1
938;Sarah_ga~-12bands-fc-128-NoiseCarrier.wav;Sarah_ga~;2;2
939;Sarah_ga~-16bands-fc-128-NoiseCarrier.wav;Sarah_ga~;3;3
940;Sarah_ga~-22bands-fc-128-NoiseCarrier.wav;Sarah_ga~;4;4
941;Sarah_go~-4bands-fc-128-NoiseCarrier.wav;Sarah_go~;1;2
942;Sarah_go~-8bands-fc-128-NoiseCarrier.wav;Sarah_go~;2;3
943;Sarah_go~-12bands-fc-128-NoiseCarrier.wav;Sarah_go~;3;4
944;Sarah_go~-16bands-fc-128-NoiseCarrier.wav;Sarah_go~;4;1
945;Sarah_go~-22bands-fc-128-NoiseCarrier.wav;Sarah_go~;5;3
946;Sarah_ge~-4bands-fc-128-NoiseCarrier.wav;Sarah_ge~;2;4
947;Sarah_ge~-8bands-fc-128-NoiseCarrier.wav;Sarah_ge~;3;1
948;Sarah_ge~-12bands-fc-128-NoiseCarrier.wav;Sarah_ge~;4;2
949;Sarah_ge~-16bands-fc-128-NoiseCarrier.wav;Sarah_ge~;5;4
950;Sarah_ge~-22bands-fc-128-NoiseCarrier.wav;Sarah_ge~;1;1
951;Sarah_pi-4bands-fc-128-NoiseCarrier.wav;Sarah_pi;3;2
952;Sarah_pi-8bands-fc-128-NoiseCarrier.wav;Sarah_pi;4;3
953;Sarah_pi-12bands-fc-128-NoiseCarrier.wav;Sarah_pi;5;1
954;Sarah_pi-16bands-fc-128-NoiseCarrier.wav;Sarah_pi;1;2
955;Sarah_pi-22bands-fc-128-NoiseCarrier.wav;Sarah_pi;2;3
956;Sarah_pe-4bands-fc-128-NoiseCarrier.wav;Sarah_pe;4;4
957;Sarah_pe-8bands-fc-128-NoiseCarrier.wav;Sarah_pe;5;2
958;Sarah_pe-12bands-fc-128-NoiseCarrier.wav;Sarah_pe;1;3
959;Sarah_pe-16bands-fc-128-NoiseCarrier.wav;Sarah_pe;2;4
960;Sarah_pe-22bands-fc-128-NoiseCarrier.wav;Sarah_pe;3;1
961;Sarah_pa-4bands-fc-128-NoiseCarrier.wav;Sarah_pa;5;3
962;Sarah_pa-8bands-fc-128-NoiseCarrier.wav;Sarah_pa;1;4
963;Sarah_pa-12bands-fc-128-NoiseCarrier.wav;Sarah_pa;2;1
964;Sarah_pa-16bands-fc-128-NoiseCarrier.wav;Sarah_pa;3;2
965;Sarah_pa-22bands-fc-128-NoiseCarrier.wav;Sarah_pa;4;4
966;Sarah_py-4bands-fc-128-NoiseCarrier.wav;Sarah_py;1;1
967;Sarah_py-8bands-fc-128-NoiseCarrier.wav;Sarah_py;2;2
968;Sarah_py-12bands-fc-128-NoiseCarrier.wav;Sarah_py;3;3
969;Sarah_py-16bands-fc-128-NoiseCarrier.wav;Sarah_py;4;1
970;Sarah_py-22bands-fc-128-NoiseCarrier.wav;Sarah_py;5;2
971;Sarah_p2-4bands-fc-128-NoiseCarrier.wav;Sarah_p2;2;3
972;Sarah_p2-8bands-fc-128-NoiseCarrier.wav;Sarah_p2;3;4
973;Sarah_p2-12bands-fc-128-NoiseCarrier.wav;Sarah_p2;4;2
974;Sarah_p2-16bands-fc-128-NoiseCarrier.wav;Sarah_p2;5;3
975;Sarah_p2-22bands-fc-128-NoiseCarrier.wav;Sarah_p2;1;4
976;Sarah_pu-4bands-fc-128-NoiseCarrier.wav;Sarah_pu;3;1
977;Sarah_pu-8bands-fc-128-NoiseCarrier.wav;Sarah_pu;4;3
978;Sarah_pu-12bands-fc-128-NoiseCarrier.wav;Sarah_pu;5;4
979;Sarah_pu-16bands-fc-128-NoiseCarrier.wav;Sarah_pu;1;1
980;Sarah_pu-22bands-fc-128-NoiseCarrier.wav;Sarah_pu;2;2
981;Sarah_po1-4bands-fc-128-NoiseCarrier.wav;Sarah_po1;4;4
982;Sarah_po1-8bands-fc-128-NoiseCarrier.wav;Sarah_po1;5;1
